Scan Type,State/Territory,All Scans,Executive Order Number,Executive Order Year Enacted,Executive Order Summary,Executive Order Last Topic tag(s),Executive Order Last Updated,Executive Order Record URL,Bill Number,Legislative Session,Bill Title,Bill Summary,Bill Action tag(s) [multi],Bill Action tag(s) text,Bill Topic Tag(s) [multi],Bill Topic Tag(s) text,Bill Status,Bill Link,Bill Last Updated,Bill Record URL
Executive Order,Ohio,Executive Order 2018-01K (2018),Executive Order 2018-01K (2018),2018,"EO 2018-01K (2018) by Gov. John Kasich re: establishment of DriveOhio as the statewide center for advancing smart mobility to (among other things) develop objectives, goals, and policies for the state to leverage its infrastructure and incorporate technology that will improve safety, planning, and capacity for the benefit of the traveling public, business, and the state (reauthorized 2019 by Gov. Mike DeWine)",transportation/mobility,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recSyd3vWamLN30y4,,,,,,,,,,,,
Executive Order,Ohio,Executive Order 2019-23D (2019),Executive Order 2019-23D (2019),2019,EO 2019-23D (2019) by Gov. Mike DeWine re: continuance and reauthorization of the Statewide Interoperability Executive Committee to ensure and improve the (inter)operability of public safety voice and data communications systems,"interoperability, public records",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recKja6zL5ttflb7l,,,,,,,,,,,,
Executive Order,Ohio,Executive Order 2019-03D (2019),Executive Order 2019-03D (2019),2019,"EO 2019-03D (2019) by Gov. Mike DeWine re: establishment of Ohio as a disability inclusion state and model employer of disabilities, including (among other things) ensuring the digital accessibility of the state's web-based hiring portal and job-seeking programs and services","accessibility, website/portal",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recCuNLDiWTvO1R2H,,,,,,,,,,,,
Executive Order,Ohio,Executive Order 2019-15D (2019),Executive Order 2019-15D (2019),2019,"EO 2019-15D (2019) by Gov. Mike DeWine re: modernizing information technology systems in state agencies via InnovateOhio to provide a common digital platform for state agencies and programs and a definitive digital identity, and to facilitate data-sharing across agencies and programs to better serve the public","digital identity, website/portal",9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recxKlCrKOr8JcBb7,,,,,,,,,,,,
Executive Order,Ohio,Executive Order 2019-03D (2019),Executive Order 2019-03D (2019),2019,"EO 2019-03D (2019) by Gov. Mike DeWine re: establishment of Ohio as a disability inclusion state and model employer of disabilities, including (among other things) ensuring the digital accessibility of the state's web-based hiring portal and job-seeking programs and services","accessibility, website/portal",9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recCuNLDiWTvO1R2H,,,,,,,,,,,,
Legislation,Ohio,H 110,,,,,,,H 110,2021,Biennium Operation Budget,Requires the Department of Medicaid to establish the Medicaid Cost Assurance Pilot Program during FY 2022 and FY 2023. The pilot program shall be available to enrollees who qualify for Medicaid as part of the expansion eligibility group. The pilot program shall use automation and artificial intelligence to provide Medicaid program savings by avoiding traditional cost structures.,"regulate use - government,regulate use - health","regulate use - government, regulate use - health","artificial intelligence,public health","artificial intelligence, public health",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2021000H110&ciq=heather.morton&client_md=151da081c0c023da0c753bec0aada68e&mode=current_text,9/3/2025 12:32pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recYHkZTX8hwEHeHA
Executive Order,Oklahoma,Executive Order 2023-24 (2023),Executive Order 2023-24 (2023),2023,"EO 2023-24 (2023) by Gov. Kevin Stitt re: development of a set of principles, values, and governance framework to guide the development and use of AI and generative AI within state government with the aim of improving government services and efficiencies",artificial intelligence,9/3/2025 11:31am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recNGp9aGYTPekZLu,,,,,,,,,,,,
Executive Order,Oklahoma,Executive Order 2023-24 (2023),Executive Order 2023-24 (2023),2023,"EO 2023-24 (2023) by Gov. Kevin Stitt re: development of a set of principles, values, and governance framework to guide the development and use of AI and generative AI within state government with the aim of improving government services and efficiencies",artificial intelligence,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recNGp9aGYTPekZLu,,,,,,,,,,,,
Executive Order,Oregon,Executive Order 16-13 (2016),Executive Order 16-13 (2016),2016,EO 16-13 (2016) by Gov. Kate Brown re: directive to the Chief Information Officer to lead the unification of information technology security functions,administrative reorganization,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recDu2m1w8lDv5g5z,,,,,,,,,,,,
Executive Order,Oregon,Executive Order 23-26 (2023),Executive Order 23-26 (2023),2023,"EO 23-26 (2023) by Gov. re: establishment of the Oregon State Government Artificial Intelligence Advisory Council to recommend an action plan to guide awareness, education, and usage of artificial intelligence in state government that aligns with the state's policies, goals, and values, and supports public servants to delivery customer service more efficiently and effectively.",artificial intelligence,9/25/2025 6:28am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/reciVYywmeZRDo8H8,,,,,,,,,,,,
Executive Order,Oregon,Executive Order 16-13 (2016),Executive Order 16-13 (2016),2016,EO 16-13 (2016) by Gov. Kate Brown re: directive to the Chief Information Officer to lead the unification of information technology security functions,administrative reorganization,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recDu2m1w8lDv5g5z,,,,,,,,,,,,
Executive Order,Oregon,Executive Order 18-31 (2018),Executive Order 18-31 (2018),2018,EO 18-31 (2018) by Gov. Kate Brown re: establishment of the Oregon Broadband Office to promote the removal of barriers to and support broadband infrastructure deployment to close the digital divide,broadband,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recnfhvt5YGXGslY3,,,,,,,,,,,,
Executive Order,Oregon,Executive Order 18-31 (2018),Executive Order 18-31 (2018),2018,EO 18-31 (2018) by Gov. Kate Brown re: establishment of the Oregon Broadband Office to promote the removal of barriers to and support broadband infrastructure deployment to close the digital divide,broadband,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recnfhvt5YGXGslY3,,,,,,,,,,,,
Executive Order,Oregon,Executive Order 23-26 (2023),Executive Order 23-26 (2023),2023,"EO 23-26 (2023) by Gov. re: establishment of the Oregon State Government Artificial Intelligence Advisory Council to recommend an action plan to guide awareness, education, and usage of artificial intelligence in state government that aligns with the state's policies, goals, and values, and supports public servants to delivery customer service more efficiently and effectively.",artificial intelligence,9/3/2025 11:32am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/reciVYywmeZRDo8H8,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-01 (2023),Executive Order 2023-01 (2023),2023,"EO 2023-01 (2023) by Gov. Tom Wolf re: establishment of the Pennsylvania Longitudinal Data System and its Governance Board to bring together education and workforce data across programs and agencies to support informed decision-making and improved service delivery, program administration, and long-term education and workforce outcomes","education, data sharing",9/3/2025 11:31am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recT4QHL66Lw6xeD0,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2016-06 (2016),Executive Order 2016-06 (2016),2016,"EO 2016-06 (2016) by Gov. Tom Wolf re: establishment of an enterprise information technology (IT) governance structure within the Office of Administration to govern, evaluate, coordinate, and improve IT planning, research, security, policy, governance, project prioritization, investment, and effectiveness","administrative reorganization, information technology",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec492IzL6YtEPBZN,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-19 (2023),Executive Order 2023-19 (2023),2023,EO 2023-19 (2023) by Gov. Josh Shapiro re: expanding and governing the use of generative artificial intelligence technologies within the Commonwealth,artificial intelligence,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recmaFGACkAGG9j8j,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2016-07 (2016),Executive Order 2016-07 (2016),2016,"EO 2016-07 (2016) by Gov. Tom Wolf re: directive to the Office of Administration to invest in coordinated data planning, development, investment, access, and sharing efforts to maximize efficiency and cost effectiveness, and enhance existing information sharing and technology compatibility","interoperability, data sharing",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recsIHjmbLsHwrvFN,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2016-06 (2016),Executive Order 2016-06 (2016),2016,"EO 2016-06 (2016) by Gov. Tom Wolf re: establishment of an enterprise information technology (IT) governance structure within the Office of Administration to govern, evaluate, coordinate, and improve IT planning, research, security, policy, governance, project prioritization, investment, and effectiveness","administrative reorganization, information technology",9/3/2025 2:56pm,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec492IzL6YtEPBZN,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-07 (2023),Executive Order 2023-07 (2023),2023,"EO 2023-07 (2023) by Gov. Josh Shapiro re: building efficiency in the Commonwealth's permitting, licensing, and certification processes with and developing recommendations on specific digital services where upgrades and modernization efforts could better serve Pennsylvanians and all other applicants",case/application processing,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recRwlDLjNl5MHU6U,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-18 (2023),Executive Order 2023-18 (2023),2023,EO 2023-18 (2023) by Gov. Josh Shapiro re: improving state government contracting opportunities for small and diverse businesses by (among other things) delivering a comprehensive and consistent user experience,procurement,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec6sDRqTcQZzTjK6,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-01 (2023),Executive Order 2023-01 (2023),2023,"EO 2023-01 (2023) by Gov. Tom Wolf re: establishment of the Pennsylvania Longitudinal Data System and its Governance Board to bring together education and workforce data across programs and agencies to support informed decision-making and improved service delivery, program administration, and long-term education and workforce outcomes","education, data sharing",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recT4QHL66Lw6xeD0,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-07 (2023),Executive Order 2023-07 (2023),2023,"EO 2023-07 (2023) by Gov. Josh Shapiro re: building efficiency in the Commonwealth's permitting, licensing, and certification processes with and developing recommendations on specific digital services where upgrades and modernization efforts could better serve Pennsylvanians and all other applicants",case/application processing,9/3/2025 11:31am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recRwlDLjNl5MHU6U,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-08 (2023),Executive Order 2023-08 (2023),2023,"EO 2023-08 (2023) by Gov. Josh Shapiro re: establishment of the Commonwealth Office of Digital Experience (CODE PA) to improve, streamline, and continuously adapt the Commonwealth’s digital services so that interactions between users and Commonwealth entities are simple, seamless, and secure",digital service team,9/3/2025 11:31am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recV3qRij3tjKtum0,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-19 (2023),Executive Order 2023-19 (2023),2023,EO 2023-19 (2023) by Gov. Josh Shapiro re: expanding and governing the use of generative artificial intelligence technologies within the Commonwealth,artificial intelligence,9/3/2025 11:31am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recmaFGACkAGG9j8j,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-08 (2023),Executive Order 2023-08 (2023),2023,"EO 2023-08 (2023) by Gov. Josh Shapiro re: establishment of the Commonwealth Office of Digital Experience (CODE PA) to improve, streamline, and continuously adapt the Commonwealth’s digital services so that interactions between users and Commonwealth entities are simple, seamless, and secure",digital service team,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recV3qRij3tjKtum0,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2016-07 (2016),Executive Order 2016-07 (2016),2016,"EO 2016-07 (2016) by Gov. Tom Wolf re: directive to the Office of Administration to invest in coordinated data planning, development, investment, access, and sharing efforts to maximize efficiency and cost effectiveness, and enhance existing information sharing and technology compatibility","interoperability, data sharing",9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recsIHjmbLsHwrvFN,,,,,,,,,,,,
Executive Order,Pennsylvania,Executive Order 2023-18 (2023),Executive Order 2023-18 (2023),2023,EO 2023-18 (2023) by Gov. Josh Shapiro re: improving state government contracting opportunities for small and diverse businesses by (among other things) delivering a comprehensive and consistent user experience,procurement,9/3/2025 11:31am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec6sDRqTcQZzTjK6,,,,,,,,,,,,
Executive Order,Rhode Island,Executive Order 15-13 (2015),Executive Order 15-13 (2015),2015,EO 15-13 (2015) by Gov. Gina Raimondo re: establishment of the Working Group for Healthcare Innovation to (among other things) promote the adoption of next-generation healthcare information technology,"public health, information technology",9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recplIyXHZZTHBoSf,,,,,,,,,,,,
